hhid,id2,rule_name,detail
01 0006 004 2,1,monetary_outlier_q6_11,"q6_11=93000.0 outside IQR bounds [-37500, 62500]"
03 0129 143 2,1,monetary_outlier_q6_11,"q6_11=65000.0 outside IQR bounds [-37500, 62500]"
03 0254 087 1,1,monetary_outlier_q6_11,"q6_11=86000.0 outside IQR bounds [-37500, 62500]"
03 0318 063 5,1,monetary_outlier_q6_11,"q6_11=76000.0 outside IQR bounds [-37500, 62500]"
03 0359 096 8,2,monetary_outlier_q6_11,"q6_11=79000.0 outside IQR bounds [-37500, 62500]"
04 0110 011 3,1,monetary_outlier_q6_11,"q6_11=1200000.0 outside IQR bounds [-37500, 62500]"
04 0135 016 7,1,monetary_outlier_q6_11,"q6_11=64000.0 outside IQR bounds [-37500, 62500]"
04 0135 083 8,1,monetary_outlier_q6_11,"q6_11=70000.0 outside IQR bounds [-37500, 62500]"
04 0345 037 5,1,monetary_outlier_q6_11,"q6_11=107000.0 outside IQR bounds [-37500, 62500]"
04 0523 171 2,1,monetary_outlier_q6_11,"q6_11=75000.0 outside IQR bounds [-37500, 62500]"
04 0584 615 7,1,monetary_outlier_q6_11,"q6_11=74000.0 outside IQR bounds [-37500, 62500]"
04 0632 133 4,1,monetary_outlier_q6_11,"q6_11=70000.0 outside IQR bounds [-37500, 62500]"
04 0740 079 3,1,monetary_outlier_q6_11,"q6_11=75000.0 outside IQR bounds [-37500, 62500]"
04 0740 079 3,2,monetary_outlier_q6_11,"q6_11=99000.0 outside IQR bounds [-37500, 62500]"
04 0813 170 3,1,monetary_outlier_q6_11,"q6_11=63300.0 outside IQR bounds [-37500, 62500]"
04 0915 024 9,2,monetary_outlier_q6_11,"q6_11=68000.0 outside IQR bounds [-37500, 62500]"
04 0928 028 3,2,monetary_outlier_q6_11,"q6_11=80000.0 outside IQR bounds [-37500, 62500]"
04 0953 178 7,1,monetary_outlier_q6_11,"q6_11=70000.0 outside IQR bounds [-37500, 62500]"
04 1037 025 2,1,monetary_outlier_q6_11,"q6_11=73000.0 outside IQR bounds [-37500, 62500]"
05 0051 063 4,1,monetary_outlier_q6_11,"q6_11=74000.0 outside IQR bounds [-37500, 62500]"
05 0105 015 3,1,monetary_outlier_q6_11,"q6_11=64000.0 outside IQR bounds [-37500, 62500]"
06 0115 071 6,1,monetary_outlier_q6_11,"q6_11=100000.0 outside IQR bounds [-37500, 62500]"
06 0213 029 1,1,monetary_outlier_q6_11,"q6_11=80000.0 outside IQR bounds [-37500, 62500]"
06 0246 146 5,2,monetary_outlier_q6_11,"q6_11=80000.0 outside IQR bounds [-37500, 62500]"
06 0261 117 9,1,monetary_outlier_q6_11,"q6_11=68000.0 outside IQR bounds [-37500, 62500]"
06 0452 078 5,1,monetary_outlier_q6_11,"q6_11=67000.0 outside IQR bounds [-37500, 62500]"
08 0004 163 8,1,monetary_outlier_q6_11,"q6_11=67000.0 outside IQR bounds [-37500, 62500]"
10 0013 089 7,1,monetary_outlier_q6_11,"q6_11=66000.0 outside IQR bounds [-37500, 62500]"
10 0039 663 5,1,monetary_outlier_q6_11,"q6_11=100000.0 outside IQR bounds [-37500, 62500]"
10 0054 032 5,1,monetary_outlier_q6_11,"q6_11=97000.0 outside IQR bounds [-37500, 62500]"
10 0107 110 1,1,monetary_outlier_q6_11,"q6_11=68000.0 outside IQR bounds [-37500, 62500]"
10 0107 125 2,1,monetary_outlier_q6_11,"q6_11=90000.0 outside IQR bounds [-37500, 62500]"
10 0222 055 2,1,monetary_outlier_q6_11,"q6_11=2700000.0 outside IQR bounds [-37500, 62500]"
02 0090 119 1,2,monetary_outlier_q6_24a,"q6_24a=300000.0 outside IQR bounds [-62500, 117500]"
03 0083 001 1,1,monetary_outlier_q6_24a,"q6_24a=250000.0 outside IQR bounds [-62500, 117500]"
03 0083 004 8,3,monetary_outlier_q6_24a,"q6_24a=350000.0 outside IQR bounds [-62500, 117500]"
03 0158 012 9,1,monetary_outlier_q6_24a,"q6_24a=200000.0 outside IQR bounds [-62500, 117500]"
03 0192 243 6,4,monetary_outlier_q6_24a,"q6_24a=300000.0 outside IQR bounds [-62500, 117500]"
03 0248 001 6,2,monetary_outlier_q6_24a,"q6_24a=500000.0 outside IQR bounds [-62500, 117500]"
03 0266 051 4,4,monetary_outlier_q6_24a,"q6_24a=800000.0 outside IQR bounds [-62500, 117500]"
03 0282 115 1,1,monetary_outlier_q6_24a,"q6_24a=120000.0 outside IQR bounds [-62500, 117500]"
03 0347 078 5,2,monetary_outlier_q6_24a,"q6_24a=200000.0 outside IQR bounds [-62500, 117500]"
03 0359 111 6,1,monetary_outlier_q6_24a,"q6_24a=240000.0 outside IQR bounds [-62500, 117500]"
04 0181 024 7,3,monetary_outlier_q6_24a,"q6_24a=500000.0 outside IQR bounds [-62500, 117500]"
04 0291 022 0,3,monetary_outlier_q6_24a,"q6_24a=200000.0 outside IQR bounds [-62500, 117500]"
04 0301 007 6,2,monetary_outlier_q6_24a,"q6_24a=120000.0 outside IQR bounds [-62500, 117500]"
04 0372 015 4,2,monetary_outlier_q6_24a,"q6_24a=250000.0 outside IQR bounds [-62500, 117500]"
04 0420 031 0,1,monetary_outlier_q6_24a,"q6_24a=150000.0 outside IQR bounds [-62500, 117500]"
04 0420 039 9,2,monetary_outlier_q6_24a,"q6_24a=200000.0 outside IQR bounds [-62500, 117500]"
04 0420 069 2,2,monetary_outlier_q6_24a,"q6_24a=200000.0 outside IQR bounds [-62500, 117500]"
04 0782 113 9,1,monetary_outlier_q6_24a,"q6_24a=200000.0 outside IQR bounds [-62500, 117500]"
04 0801 021 9,1,monetary_outlier_q6_24a,"q6_24a=300000.0 outside IQR bounds [-62500, 117500]"
04 0862 021 0,2,monetary_outlier_q6_24a,"q6_24a=300000.0 outside IQR bounds [-62500, 117500]"
04 0928 073 2,2,monetary_outlier_q6_24a,"q6_24a=500000.0 outside IQR bounds [-62500, 117500]"
05 0083 013 9,1,monetary_outlier_q6_24a,"q6_24a=200000.0 outside IQR bounds [-62500, 117500]"
05 0083 045 7,2,monetary_outlier_q6_24a,"q6_24a=500000.0 outside IQR bounds [-62500, 117500]"
05 0105 005 0,3,monetary_outlier_q6_24a,"q6_24a=200000.0 outside IQR bounds [-62500, 117500]"
05 0167 036 9,2,monetary_outlier_q6_24a,"q6_24a=200000.0 outside IQR bounds [-62500, 117500]"
06 0094 122 2,1,monetary_outlier_q6_24a,"q6_24a=200000.0 outside IQR bounds [-62500, 117500]"
06 0094 139 6,5,monetary_outlier_q6_24a,"q6_24a=120000.0 outside IQR bounds [-62500, 117500]"
06 0167 214 5,2,monetary_outlier_q6_24a,"q6_24a=450000.0 outside IQR bounds [-62500, 117500]"
06 0213 050 5,3,monetary_outlier_q6_24a,"q6_24a=120000.0 outside IQR bounds [-62500, 117500]"
06 0319 101 8,2,monetary_outlier_q6_24a,"q6_24a=200000.0 outside IQR bounds [-62500, 117500]"
06 0422 073 6,1,monetary_outlier_q6_24a,"q6_24a=200000.0 outside IQR bounds [-62500, 117500]"
06 0452 066 6,2,monetary_outlier_q6_24a,"q6_24a=200000.0 outside IQR bounds [-62500, 117500]"
10 0024 385 8,1,monetary_outlier_q6_24a,"q6_24a=300000.0 outside IQR bounds [-62500, 117500]"
10 0024 421 0,2,monetary_outlier_q6_24a,"q6_24a=200000.0 outside IQR bounds [-62500, 117500]"
10 0029 492 4,3,monetary_outlier_q6_24a,"q6_24a=200000.0 outside IQR bounds [-62500, 117500]"
10 0088 938 7,2,monetary_outlier_q6_24a,"q6_24a=200000.0 outside IQR bounds [-62500, 117500]"
10 0092 093 6,2,monetary_outlier_q6_24a,"q6_24a=300000.0 outside IQR bounds [-62500, 117500]"
10 0137 205 6,1,monetary_outlier_q6_24a,"q6_24a=160000.0 outside IQR bounds [-62500, 117500]"
10 0174 150 4,2,monetary_outlier_q6_24a,"q6_24a=135000.0 outside IQR bounds [-62500, 117500]"
