hhid,emig,weight,stratum,psu,block,domain,quarter,week,region,area,zone,psu_centroid_lat,psu_centroid_long,q7_04,q7_05,q7_06,q7_07,q7_08,q7_09,q7_10,q7_11,q7_12,q7_13,q7_14,q7_15,q7_16,q7_17
05 0083 045 7,1,26.02117958623268,05 0,05 0083,5,Coast/Rural,174,3,05,Coast,Rural,6.3376665,-57.573608,Spouse/ partner,Male,43,Secondary,,2015,,Family Reunification,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",SUGAR WORKER,Working,
05 0083 062 7,1,26.02117958623268,05 0,05 0083,5,Coast/Rural,174,3,05,Coast,Rural,6.3401432,-57.574844,Spouse/ partner,Male,33,Don't know,Dont know,2017,,More income,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",Police officer,Other,No
05 0090 018 0,1,66.05540474083516,05 0,05 0090,5,Coast/Rural,174,4,05,Coast,Rural,6.3583975,-57.580841,Son/daughter,Female,11,Primary,,2015,,Study,Canada,,,,,
05 0094 038 1,1,33.23799111210189,05 0,05 0094,6,Coast/Rural,174,4,05,Coast,Rural,6.3585911,-57.582912,Spouse/ partner,Female,28,Secondary,,2014,,Work,Caribbean country,No,,,Keeping the house,No
05 0094 043 6,1,33.23799111210189,05 0,05 0094,5,Coast/Rural,174,4,05,Coast,Rural,6.3595724,-57.582829,Spouse/ partner,Male,31,Technical/Vocational Certificate or Diploma,Electrically engeer,2015,,Marriage,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",Electirtion,Working,
05 0102 148 5,1,45.58548810686207,05 0,05 0102,6,Coast/Rural,174,5,05,Coast,Rural,6.370388,-57.583408,Son/daughter,Male,23,Secondary,,2013,,Study,U.S.A.,No,,,Working,
05 0102 148 5,2,45.58548810686207,05 0,05 0102,6,Coast/Rural,174,5,05,Coast,Rural,6.370388,-57.583408,Son/daughter,Female,21,Secondary,,2013,,Study,U.S.A.,No,,,Studying,No
05 0102 150 3,1,45.58548810686207,05 0,05 0102,5,Coast/Rural,174,5,05,Coast,Rural,6.3701963,-57.583447,Son/daughter,Male,49,Primary,,2000,,Work,U.S.A.,Yes,Self-employed (with paid help),BUS DRIVER,Working,
05 0102 150 3,2,45.58548810686207,05 0,05 0102,5,Coast/Rural,174,5,05,Coast,Rural,6.3701963,-57.583447,Son/daughter,Female,50,Secondary,,1997,,Work,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",NURSE,Retired,No
05 0102 150 3,3,45.58548810686207,05 0,05 0102,5,Coast/Rural,174,5,05,Coast,Rural,6.3701963,-57.583447,Son/daughter,Female,47,Secondary,,1996,,Work,U.S.A.,No,,,Keeping the house,No
05 0105 010 7,1,33.11624022890737,05 0,05 0105,4,Coast/Rural,174,5,05,Coast,Rural,6.3718877,-57.586266,Son/daughter,Male,33,Secondary,,2006,,Work,Caribbean country,Yes,"Employee (for another person, for a company or for the government)",Rice labour,Working,
05 0105 014 8,1,33.11624022890737,05 0,05 0105,4,Coast/Rural,174,5,05,Coast,Rural,6.3724556,-57.585922,Son/daughter,Female,44,Secondary,,-1,1990 - 1999,Family Reunification,Canada,No,,,Working,
05 0119 234 8,1,32.21620838352009,05 0,05 0119,4,Coast/Rural,174,6,05,Coast,Rural,6.3961372,-57.605423,Son/daughter,Male,-1,Secondary,,-1,1990 - 1999,Work,Caribbean country,,,,,
05 0119 250 3,1,32.21620838352009,05 0,05 0119,6,Coast/Rural,174,6,05,Coast,Rural,6.4005752,-57.601376,Son/daughter,Male,42,Primary,,-1,2000 - 2009,Work,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",LABOURER,Working,
05 0119 250 3,2,32.21620838352009,05 0,05 0119,6,Coast/Rural,174,6,05,Coast,Rural,6.4005752,-57.601376,Son/daughter,Female,52,Secondary,,-1,2000 - 2009,Work,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",HEALTH CARE WORKER,Working,
05 0119 250 3,3,32.21620838352009,05 0,05 0119,6,Coast/Rural,174,6,05,Coast,Rural,6.4005752,-57.601376,Son/daughter,Male,37,Secondary,,-1,2000 - 2009,Work,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",LABOURER,Working,
05 0119 251 9,1,32.21620838352009,05 0,05 0119,5,Coast/Rural,174,6,05,Coast,Rural,6.4002924,-57.601475,Spouse/ partner,Male,69,Secondary,,2016,,Family Reunification,U.S.A.,Yes,Self-employed (without paid help),WEEDERMAN,Other,No
05 0125 379 6,1,23.90351659404687,05 0,05 0125,3,Coast/Rural,174,6,05,Coast,Rural,6.4062133,-57.611691,Son/daughter,Male,31,Masters,Computer engreening,2015,,Work,South America,Yes,"Employee (for another person, for a company or for the government)",Computer engneer,Working,
05 0128 452 7,1,31.86514494642584,05 0,05 0128,3,Coast/Rural,174,7,05,Coast,Rural,6.4105864,-57.611904,Son/daughter,Female,20,Secondary,,2016,,Marriage,South America,No,,,Working,
05 0128 452 7,2,31.86514494642584,05 0,05 0128,3,Coast/Rural,174,7,05,Coast,Rural,6.4105864,-57.611904,Son/daughter,Female,18,Secondary,,2015,,Marriage,South America,No,,,Keeping the house,No
05 0128 537 6,1,31.86514494642584,05 0,05 0128,4,Coast/Rural,174,7,05,Coast,Rural,6.4149036,-57.609966,Son/daughter,Female,37,Secondary,,2011,,Marriage,Canada,Yes,"Employee (for another person, for a company or for the government)",SALESPERSON,Keeping the house,No
05 0132 016 7,1,29.26535311410626,05 0,05 0132,5,Coast/Rural,174,7,05,Coast,Rural,6.4095607,-57.615536,Parent/parent-in-law,Female,47,Secondary,,2015,,Marriage,U.S.A.,No,,,Working,
05 0143 149 0,1,31.08047771351085,05 0,05 0143,5,Coast/Rural,174,8,05,Coast,Rural,6.4388571,-57.640205,Other relative,Female,69,Don't know,Dont no,-1,1980 - 1989,Don't know,U.S.A.,No,,,Don't know,Don't know
05 0167 012 7,1,27.66422933590533,05 0,05 0167,6,Coast/Rural,174,10,05,Coast,Rural,6.5044861,-57.700165,Son/daughter,Male,41,Bachelor's degree,EDUCATION,2008,,Work,Caribbean country,Yes,"Employee (for another person, for a company or for the government)",SECONDARY SCHOOL TEACHER,Working,
05 0167 016 2,1,27.66422933590533,05 0,05 0167,5,Coast/Rural,174,10,05,Coast,Rural,6.504303,-57.699848,Son/daughter,Male,33,Secondary,,1988,,Family Reunification,U.S.A.,No,,,Don't know,Don't know
05 0186 161 7,1,61.54738318045629,05 0,05 0186,5,Coast/Rural,174,,05,Coast,Rural,6.5505438,-57.765396,Other relative,Female,50,Don't know,Dont know,2000,,Don't know,U.S.A.,No,,,Working,
05 0186 161 7,2,61.54738318045629,05 0,05 0186,5,Coast/Rural,174,,05,Coast,Rural,6.5505438,-57.765396,Other relative,Male,35,Don't know,Dont know,2000,,Other,U.S.A.,No,,,Working,
05 0193 030 2,1,19.68848506846019,05 0,05 0193,4,Coast/Rural,174,9,05,Coast,Rural,6.5628138,-57.787502,Other relative,Female,70,Don't know,DON'T KNOW,1978,,Don't know,U.S.A.,No,,,Don't know,Don't know
05 0193 030 2,2,19.68848506846019,05 0,05 0193,4,Coast/Rural,174,9,05,Coast,Rural,6.5628138,-57.787502,Other relative,Male,67,Primary,,2000,,Work,Canada,Yes,Don't know,THE RESPONDENT DONT KNOW,Working,
05 0193 041 3,1,19.68848506846019,05 0,05 0193,3,Coast/Rural,174,9,05,Coast,Rural,6.5641394,-57.789242,Son/daughter,Female,46,Secondary,,1993,,Marriage,Caribbean country,No,,,Don't know,Don't know
05 0193 041 3,2,19.68848506846019,05 0,05 0193,3,Coast/Rural,174,9,05,Coast,Rural,6.5641394,-57.789242,Son/daughter,Male,43,Primary,,-1,2000 - 2009,Work,Caribbean country,Yes,"Employee (for another person, for a company or for the government)",GOLD MINER,Working,
05 0193 041 3,3,19.68848506846019,05 0,05 0193,3,Coast/Rural,174,9,05,Coast,Rural,6.5641394,-57.789242,Son/daughter,Female,40,Secondary,,2003,,Family Reunification,Caribbean country,Yes,"Employee (for another person, for a company or for the government)",TEACHER,Working,
05 0217 022 2,1,27.65990938593777,05 0,05 0217,5,Coast/Rural,174,9,05,Coast,Rural,6.5544491,-57.801056,Other relative,Female,65,Secondary,,1995,,Work,U.S.A.,No,,,Retired,No
05 0217 022 2,2,27.65990938593777,05 0,05 0217,5,Coast/Rural,174,9,05,Coast,Rural,6.5544491,-57.801056,Other relative,Female,64,Secondary,,2000,,Work,U.S.A.,No,,,Retired,No
05 0217 028 0,1,27.65990938593777,05 0,05 0217,4,Coast/Rural,174,9,05,Coast,Rural,6.5545745,-57.800972,Son/daughter-in-law,Male,52,Secondary,,1994,,Work,Caribbean country,No,,,Working,
05 0217 028 0,2,27.65990938593777,05 0,05 0217,4,Coast/Rural,174,9,05,Coast,Rural,6.5545745,-57.800972,Son/daughter-in-law,Female,53,Technical/Vocational Certificate or Diploma,NURSING,2002,,Work,Caribbean country,Yes,"Employee (for another person, for a company or for the government)",NURES AT GEORGETOWN HOSPITAL,Working,
05 0217 043 8,1,27.65990938593777,05 0,05 0217,3,Coast/Rural,174,9,05,Coast,Rural,6.5536699,-57.800274,Son/daughter,Female,24,Secondary,,2017,,Marriage,Great Britain,Yes,"Employee (for another person, for a company or for the government)",TEACHING,Working,
05 0229 040 4,1,50.17690654207884,05 0,05 0229,6,Coast/Rural,174,10,05,Coast,Rural,6.5750566,-57.801872,Parent/parent-in-law,Female,34,Primary,,-1,2000 - 2009,Work,Caribbean country,Yes,Self-employed (without paid help),VENDER,Working,
05 0241 004 4,1,32.95071471920449,05 0,05 0241,6,Coast/Rural,174,10,05,Coast,Rural,6.612833,-57.838303,Son/daughter,Female,42,Technical/Vocational Certificate or Diploma,TEACHING,2002,,Family Reunification,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",TEACHER AT COTTAGE NURSERY SCHOOL,Working,
05 0241 004 4,2,32.95071471920449,05 0,05 0241,6,Coast/Rural,174,10,05,Coast,Rural,6.612833,-57.838303,Grand/great-grand child,Female,25,Technical/Vocational Certificate or Diploma,CARING THE ELDERLY,2011,,Study,U.S.A.,No,,,Studying,No
05 0241 018 7,1,32.95071471920449,05 0,05 0241,5,Coast/Rural,174,10,05,Coast,Rural,6.6151538,-57.840046,Son/daughter,Female,31,Secondary,,2005,,Family Reunification,Caribbean country,No,,,Looking for work,No
05 0241 018 7,2,32.95071471920449,05 0,05 0241,5,Coast/Rural,174,10,05,Coast,Rural,6.6151538,-57.840046,Son/daughter,Male,30,Secondary,,2005,,Work,Caribbean country,Yes,"Employee (for another person, for a company or for the government)",LABOURER,Don't know,Don't know
05 0241 019 4,1,32.95071471920449,05 0,05 0241,3,Coast/Rural,174,10,05,Coast,Rural,6.6145473,-57.840546,Son/daughter,Female,60,Secondary,,1985,,Work,Great Britain,Yes,"Employee (for another person, for a company or for the government)",INTERIOR DECORATION,Working,
05 0241 051 7,1,32.95071471920449,05 0,05 0241,6,Coast/Rural,174,10,05,Coast,Rural,6.6150484,-57.83823,Son/daughter,Male,24,Technical/Vocational Certificate or Diploma,MECHANIC,2016,,Work,Caribbean country,Yes,Self-employed (without paid help),MECHANIC,Working,
05 0247 111 4,1,25.5676854708476,05 0,05 0247,3,Coast/Rural,174,11,05,Coast,Rural,6.6304469,-57.856747,Son/daughter,Female,34,Secondary,,2011,,Marriage,Canada,Yes,"Employee (for another person, for a company or for the government)",SALES REPRESENTATIVE,Working,
05 0247 127 1,1,25.5676854708476,05 0,05 0247,5,Coast/Rural,174,11,05,Coast,Rural,6.6320724,-57.857975,Son/daughter,Female,45,Secondary,,1999,,Marriage,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",PRIMARY TEACHER,Working,
05 0247 127 1,2,25.5676854708476,05 0,05 0247,5,Coast/Rural,174,11,05,Coast,Rural,6.6320724,-57.857975,Son/daughter,Female,43,Secondary,,2000,,Marriage,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",SECRETARY,Working,
05 0276 188 5,1,30.76574383930092,05 0,05 0276,5,Coast/Rural,174,11,05,Coast,Rural,6.6364417,-57.900448,Son/daughter,Female,32,Secondary,,2008,,Marriage,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",ACCOUNTANT,Working,
05 0290 222 5,1,24.7547641892104,05 0,05 0290,5,Coast/Rural,174,11,05,Coast,Rural,6.5382452,-57.87817,Son/daughter,Male,37,University / Certificate /Diploma,SICENCE,-1,2000 - 2009,Work,U.S.A.,No,,,Other,No
05 0290 222 5,2,24.7547641892104,05 0,05 0290,5,Coast/Rural,174,11,05,Coast,Rural,6.5382452,-57.87817,Son/daughter,Female,28,University / Certificate /Diploma,Nursing,2001,,Study,U.S.A.,No,,,Working,
05 0300 306 7,1,24.37172546778647,05 0,05 0300,3,Coast/Rural,174,11,05,Coast,Rural,6.094511,-57.952213,Spouse/ partner,Female,49,Primary,,2005,,Don't know,South America,No,,,Don't know,Don't know
05 0300 306 7,2,24.37172546778647,05 0,05 0300,3,Coast/Rural,174,11,05,Coast,Rural,6.094511,-57.952213,Son/daughter,Female,31,Secondary,,2005,,Family Reunification,South America,No,,,Don't know,Don't know
05 0300 306 7,3,24.37172546778647,05 0,05 0300,3,Coast/Rural,174,11,05,Coast,Rural,6.094511,-57.952213,Son/daughter,Male,27,Secondary,,2003,,Family Reunification,South America,No,,,Don't know,Don't know
05 0300 306 7,4,24.37172546778647,05 0,05 0300,3,Coast/Rural,174,11,05,Coast,Rural,6.094511,-57.952213,Son/daughter,Male,23,Primary,,2005,,Family Reunification,South America,No,,,Don't know,Don't know
05 0300 306 7,5,24.37172546778647,05 0,05 0300,3,Coast/Rural,174,11,05,Coast,Rural,6.094511,-57.952213,Son/daughter,Male,21,Secondary,,2007,,Family Reunification,South America,No,,,Don't know,Don't know
05 0300 306 7,6,24.37172546778647,05 0,05 0300,3,Coast/Rural,174,11,05,Coast,Rural,6.094511,-57.952213,Son/daughter,Female,16,Primary,,2007,,Family Reunification,South America,No,,,Don't know,Don't know
05 0300 306 7,7,24.37172546778647,05 0,05 0300,3,Coast/Rural,174,11,05,Coast,Rural,6.094511,-57.952213,Son/daughter,Female,14,None,,2007,,Family Reunification,South America,,,,,
06 0019 152 7,1,58.09395311449274,06 0,06 0019,6,Coast/Rural,174,12,06,Coast,Rural,5.8434014,-57.155399,Other relative,Female,30,Secondary,,2017,,Family Reunification,U.S.A.,No,,,Looking for work,No
06 0050 129 8,1,30.2220761751834,06 1,06 0050,5,Coast/Urban,174,10,06,Coast,Urban,5.8921647,-57.138653,Son/daughter,Male,46,Secondary,,2007,,Marriage,Canada,Yes,"Employee (for another person, for a company or for the government)",POLICE CONSTABLE,Working,
06 0050 129 8,2,30.2220761751834,06 1,06 0050,5,Coast/Urban,174,10,06,Coast,Urban,5.8921647,-57.138653,Son/daughter,Female,40,Secondary,,2002,,Work,U.S.A.,No,,,Working,
06 0056 002 8,1,27.68003686286564,06 1,06 0056,5,Coast/Urban,174,11,06,Coast,Urban,5.900322,-57.136879,Son/daughter,Male,35,Secondary,,2012,,More income,Caribbean country,Yes,"Employee (for another person, for a company or for the government)",MASON,Working,
06 0056 016 0,1,27.68003686286564,06 1,06 0056,6,Coast/Urban,174,11,06,Coast,Urban,5.8880477,-57.138145,Son/daughter,Female,30,Secondary,,2014,,Work,South America,No,,,Working,
06 0064 029 5,1,41.94110826461042,06 1,06 0064,6,Coast/Urban,174,10,06,Coast,Urban,5.9015102,-57.145409,Parent/parent-in-law,Female,56,Secondary,,2015,,Family Reunification,Canada,No,,,Keeping the house,No
06 0064 040 3,1,41.94110826461042,06 1,06 0064,5,Coast/Urban,174,9,06,Coast,Urban,5.9000287,-57.145508,Other relative,Female,43,Secondary,,2017,,Family Reunification,U.S.A.,No,,,Working,
06 0074 011 2,1,51.88253436016031,06 0,06 0074,5,Coast/Rural,174,8,06,Coast,Rural,5.9302149,-57.149044,Son/daughter,Male,30,Secondary,,2013,,Family Reunification,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",CONSTRUCTION,Working,
06 0074 011 2,2,51.88253436016031,06 0,06 0074,5,Coast/Rural,174,8,06,Coast,Rural,5.9302149,-57.149044,Son/daughter-in-law,Female,29,Secondary,,2009,,Family Reunification,U.S.A.,No,,,Don't know,Don't know
06 0074 011 2,3,51.88253436016031,06 0,06 0074,5,Coast/Rural,174,8,06,Coast,Rural,5.9302149,-57.149044,Grand/great-grand child,Female,10,Primary,,2013,,Family Reunification,U.S.A.,,,,,
06 0074 011 2,4,51.88253436016031,06 0,06 0074,5,Coast/Rural,174,8,06,Coast,Rural,5.9302149,-57.149044,Grand/great-grand child,Male,9,Primary,,2013,,Family Reunification,U.S.A.,,,,,
06 0074 011 2,5,51.88253436016031,06 0,06 0074,5,Coast/Rural,174,8,06,Coast,Rural,5.9302149,-57.149044,Grand/great-grand child,Male,7,None,,2013,,Family Reunification,U.S.A.,,,,,
06 0074 019 6,1,51.88253436016031,06 0,06 0074,3,Coast/Rural,174,8,06,Coast,Rural,5.9284487,-57.148232,Son/daughter,Male,32,Secondary,,2013,,Marriage,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",FEILD SUPERVISOR,Working,
06 0079 091 6,1,62.02548254404127,06 0,06 0079,5,Coast/Rural,174,8,06,Coast,Rural,5.9424329,-57.150475,Parent/parent-in-law,Female,1,Primary,,2016,,Family Reunification,U.S.A.,,,,,
06 0085 073 3,1,59.42908481254726,06 0,06 0085,6,Coast/Rural,174,8,06,Coast,Rural,5.9584675,-57.146793,Other relative,Female,36,Secondary,,2013,,Family Reunification,U.S.A.,Yes,Self-employed (with paid help),HAIR DRESSING AND COSMETOLOGY,Keeping the house,No
06 0085 073 3,2,59.42908481254726,06 0,06 0085,6,Coast/Rural,174,8,06,Coast,Rural,5.9584675,-57.146793,Other relative,Male,41,Don't know,DON'T KNOW,2009,,Family Reunification,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",OPERATOR,Working,
06 0094 103 5,1,46.98453286462069,06 0,06 0094,5,Coast/Rural,174,1,06,Coast,Rural,5.9791355,-57.149612,Son/daughter-in-law,Male,52,Primary,,2005,,Family Reunification,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",LABOURER,Working,
06 0094 103 5,2,46.98453286462069,06 0,06 0094,5,Coast/Rural,174,1,06,Coast,Rural,5.9791355,-57.149612,Son/daughter,Female,52,Primary,,2005,,Family Reunification,U.S.A.,No,,,Working,
06 0094 103 5,3,46.98453286462069,06 0,06 0094,5,Coast/Rural,174,1,06,Coast,Rural,5.9791355,-57.149612,Grand/great-grand child,Female,35,Primary,,2007,,Family Reunification,U.S.A.,No,,,Working,
06 0094 103 5,4,46.98453286462069,06 0,06 0094,5,Coast/Rural,174,1,06,Coast,Rural,5.9791355,-57.149612,Grand/great-grand child,Male,30,Primary,,2005,,Family Reunification,U.S.A.,No,,,Working,
06 0094 104 2,1,46.98453286462069,06 0,06 0094,6,Coast/Rural,174,1,06,Coast,Rural,5.9789896,-57.149757,Other relative,Female,40,Secondary,,1999,,Family Reunification,Caribbean country,No,,,Working,
06 0094 104 2,2,46.98453286462069,06 0,06 0094,6,Coast/Rural,174,1,06,Coast,Rural,5.9789896,-57.149757,Other relative,Male,38,Secondary,,2007,,Work,Caribbean country,Yes,"Employee (for another person, for a company or for the government)",FARM LABOURER,Working,
06 0094 110 0,1,46.98453286462069,06 0,06 0094,5,Coast/Rural,174,1,06,Coast,Rural,5.980062,-57.149338,Son/daughter,Female,32,Secondary,,2008,,Marriage,Canada,No,,,Working,
06 0094 134 9,1,46.98453286462069,06 0,06 0094,6,Coast/Rural,174,1,06,Coast,Rural,5.979466,-57.147667,Parent/parent-in-law,Female,64,Secondary,,2012,,Family Reunification,U.S.A.,No,,,Working,
06 0094 134 9,2,46.98453286462069,06 0,06 0094,6,Coast/Rural,174,1,06,Coast,Rural,5.979466,-57.147667,Other relative,Male,40,Primary,,2007,,Marriage,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",LABOURER,Working,
06 0094 140 1,1,46.98453286462069,06 0,06 0094,3,Coast/Rural,174,1,06,Coast,Rural,5.9799609,-57.147408,Parent/parent-in-law,Male,66,Don't know,0,2013,,Family Reunification,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",CANE HARVESTER,Other,No
06 0094 140 1,2,46.98453286462069,06 0,06 0094,3,Coast/Rural,174,1,06,Coast,Rural,5.9799609,-57.147408,Parent/parent-in-law,Female,60,Primary,,2013,,Family Reunification,U.S.A.,Yes,Self-employed (without paid help),STREET VENDOR,Working,
06 0102 181 3,1,40.79652274474144,06 0,06 0102,3,Coast/Rural,174,7,06,Coast,Rural,6.00388,-57.161766,Son/daughter,Male,29,Primary,,2006,,Work,Caribbean country,Yes,"Employee (for another person, for a company or for the government)",LABOURER,Working,
06 0115 097 0,1,47.14824203836504,06 0,06 0115,6,Coast/Rural,174,7,06,Coast,Rural,6.0474482,-57.178768,Son/daughter,Male,39,Primary,,2007,,Work,Caribbean country,Yes,"Employee (for another person, for a company or for the government)",LABOURER,Working,
06 0115 097 0,2,47.14824203836504,06 0,06 0115,6,Coast/Rural,174,7,06,Coast,Rural,6.0474482,-57.178768,Son/daughter,Male,31,Primary,,2011,,Work,Caribbean country,Yes,"Employee (for another person, for a company or for the government)",BUS CONDUCTOR,Working,
06 0115 097 0,3,47.14824203836504,06 0,06 0115,6,Coast/Rural,174,7,06,Coast,Rural,6.0474482,-57.178768,Son/daughter,Male,27,Secondary,,2013,,Work,Caribbean country,Yes,"Employee (for another person, for a company or for the government)",POSTAL CLERK,Working,
06 0123 073 3,1,49.59186261098618,06 0,06 0123,4,Coast/Rural,174,6,06,Coast,Rural,6.0785356,-57.190411,Son/daughter,Male,42,Secondary,,1997,,Work,Canada,Yes,Unpaid family workers,MIXED CROP FARMER,Working,
06 0138 095 5,1,42.87721768968927,06 0,06 0138,6,Coast/Rural,174,6,06,Coast,Rural,6.1512151,-57.220795,Parent/parent-in-law,Female,45,Secondary,,2005,,More income,U.S.A.,No,,,Working,
06 0146 011 2,1,50.21542274001882,06 0,06 0146,3,Coast/Rural,174,6,06,Coast,Rural,6.1969728,-57.260654,Son/daughter,Male,53,University / Certificate /Diploma,PHYSICS,1988,,Study,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",AGRICULTURAL WORK,Working,
06 0146 011 2,2,50.21542274001882,06 0,06 0146,3,Coast/Rural,174,6,06,Coast,Rural,6.1969728,-57.260654,Son/daughter,Female,48,Secondary,,1995,,Study,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",TEACHER,Working,
06 0146 045 3,1,50.21542274001882,06 0,06 0146,6,Coast/Rural,174,6,06,Coast,Rural,6.1934404,-57.257153,Son/daughter,Female,27,Secondary,,2013,,Crime situation,Canada,No,,,Working,
06 0152 033 9,1,51.04383054722537,06 0,06 0152,5,Coast/Rural,174,5,06,Coast,Rural,6.2041478,-57.270851,Son/daughter,Female,29,Secondary,,2014,,Work,Caribbean country,Yes,"Employee (for another person, for a company or for the government)",SALES GIRLS,Working,
06 0152 067 7,1,51.04383054722537,06 0,06 0152,5,Coast/Rural,174,5,06,Coast,Rural,6.2058754,-57.271019,Son/daughter,Female,28,Secondary,,2005,,Family Reunification,Caribbean country,No,,,Working,
06 0152 067 7,2,51.04383054722537,06 0,06 0152,5,Coast/Rural,174,5,06,Coast,Rural,6.2058754,-57.271019,Son/daughter,Male,32,Secondary,,2002,,Work,Caribbean country,No,,,Working,
06 0173 004 0,1,36.81986309430731,06 0,06 0173,3,Coast/Rural,174,4,06,Coast,Rural,6.2288008,-57.314766,Parent/parent-in-law,Male,57,Primary,,2014,,Family Reunification,U.S.A.,Yes,Self-employed (with paid help),CATTLE REARER,Working,
06 0173 004 0,2,36.81986309430731,06 0,06 0173,3,Coast/Rural,174,4,06,Coast,Rural,6.2288008,-57.314766,Parent/parent-in-law,Female,50,Secondary,,2014,,Family Reunification,U.S.A.,No,,,Working,
06 0180 007 0,1,44.69879883336889,06 0,06 0180,6,Coast/Rural,174,1,06,Coast,Rural,6.231905,-57.323399,Son/daughter,Female,23,Secondary,,2017,,Study,U.S.A.,No,,,Studying,No
06 0194 011 3,1,51.57553711542563,06 0,06 0194,5,Coast/Rural,174,1,06,Coast,Rural,6.2436981,-57.336636,Son/daughter,Female,24,Secondary,,2013,,Marriage,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",TELEMARKETER,Working,
06 0205 046 6,1,58.17938895771822,06 0,06 0205,3,Coast/Rural,174,4,06,Coast,Rural,6.2453823,-57.348892,Son/daughter,Female,35,Primary,,2008,,Marriage,U.S.A.,No,,,Working,
06 0213 082 8,1,38.5912665006188,06 1,06 0213,5,Coast/Urban,174,3,06,Coast,Urban,6.2654467,-57.352997,Spouse/ partner,Female,67,Secondary,,2017,,Other,U.S.A.,No,,,Other,No
06 0218 103 8,1,44.27656686517661,06 1,06 0218,3,Coast/Urban,174,3,06,Coast,Urban,6.2512798,-57.354599,Spouse/ partner,Female,67,Secondary,,2001,,Family Reunification,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",NURSE,Retired,No
06 0223 048 7,1,41.03375172217696,06 1,06 0223,5,Coast/Urban,174,3,06,Coast,Urban,6.2602229,-57.355736,Son/daughter,Male,43,Secondary,,2012,,Work,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",LABOURER AT A BAKER SHOP,Working,
06 0229 002 5,1,30.78505589792954,06 1,06 0229,3,Coast/Urban,174,2,06,Coast,Urban,6.2593031,-57.361809,Spouse/ partner,Male,43,Secondary,,2015,,Family Reunification,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",LABOURER,Working,
06 0229 002 5,2,30.78505589792954,06 1,06 0229,3,Coast/Urban,174,2,06,Coast,Urban,6.2593031,-57.361809,Son/daughter,Male,17,Secondary,,2015,,Family Reunification,U.S.A.,No,,,Studying,No
06 0229 021 3,1,30.78505589792954,06 1,06 0229,6,Coast/Urban,174,2,06,Coast,Urban,6.2588859,-57.360447,Parent/parent-in-law,Female,77,None,,1991,,Crime situation,Canada,Yes,Self-employed (without paid help),MARKET VENDOR,Keeping the house,No
06 0229 025 0,1,30.78505589792954,06 1,06 0229,5,Coast/Urban,174,2,06,Coast,Urban,6.2597408,-57.360161,Son/daughter,Male,50,Secondary,,2002,,Marriage,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",CANE HARVESTER,Working,
06 0229 056 1,1,30.78505589792954,06 1,06 0229,5,Coast/Urban,174,2,06,Coast,Urban,6.2618794,-57.361355,Son/daughter,Female,23,Secondary,,2015,,Study,U.S.A.,No,,,Studying,Yes
06 0229 064 0,1,30.78505589792954,06 1,06 0229,6,Coast/Urban,174,2,06,Coast,Urban,6.2607961,-57.359596,Step/ adopted child,Female,21,Secondary,,2015,,Family Reunification,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",CLERK,Studying,Yes
06 0229 064 0,2,30.78505589792954,06 1,06 0229,6,Coast/Urban,174,2,06,Coast,Urban,6.2607961,-57.359596,Step/ adopted child,Female,19,Primary,,2015,,Family Reunification,U.S.A.,No,,,Studying,No
06 0230 021 8,1,49.59359902074146,06 0,06 0230,5,Coast/Rural,174,2,06,Coast,Rural,6.2609072,-57.363018,Son/daughter,Male,33,Secondary,,2009,,Marriage,U.S.A.,Yes,"Employee (for another person, for a company or for the government)",OFFICE CLERK,Working,
06 0230 021 8,2,49.59359902074146,06 0,06 0230,5,Coast/Rural,174,2,06,Coast,Rural,6.2609072,-57.363018,Son/daughter,Female,29,Secondary,,2008,,Marriage,U.S.A.,No,,,Keeping the house,No
06 0236 075 7,1,49.52423734378937,06 0,06 0236,4,Coast/Rural,174,2,06,Coast,Rural,6.2492118,-57.367043,Step/ adopted child,Female,35,Secondary,,1999,,Marriage,Canada,No,,,Working,
